codigo_filme;titulo;diretor;ano;genero;duracao;orcamento;faturamento;nota;elenco_principal
3245;Apollo 18 ;Gonzalo López-Gallego;2011;Crime;82;5000000;17683670;5,2;Leonardo DiCaprio
3246;Sunshine Cleaning ;Christine Jeffs;2008;Documentário;93;8000000;12055108;6,9;Cate Blanchett
3247;No Escape ;John Erick Dowdle;2015;Animação;108;5000000;27285953;6,8;Tom Hanks
3248;Fifty Shades of Black ;Michael Tiddes;2016;Ficção científica;95;5000000;11675178;3,5;Denzel Washington
3249;Not Easily Broken ;Bill Duke;2009;Comédia;99;8000000;10572742;6,1;Cate Blanchett
3250;The Perfect Match ;Bille Woodruff;2016;Crime;108;5000000;9658370;4,5;Viola Davis
3251;Digimon: The Movie ;Mamoru Hosoda;2000;Terror;124;5000000;9628751;5,9;Natalie Portman
3252;Saved! ;Brian Dannelly;2004;Drama;154;5000000;8786715;6,9;Meryl Streep
3253;The Barbarian Invasions ;Denys Arcand;2003;Thriller;81;6000000;3432342;7,7;Robert De Niro
3254;The Forsaken ;J.S. Cardone;2001;Comédia;132;5000000;6755271;5,3;Robert De Niro
3255;UHF ;Jay Levey;1989;Fantasia;126;5000000;6157157;7,0;Meryl Streep
3256;Slums of Beverly Hills ;Tamara Jenkins;1998;Drama;33;5000000;5480318;6,6;Tom Hanks
3257;Made ;Jon Favreau;2001;Comédia;104;5000000;5308707;6,4;Denzel Washington
3258;Moon ;Duncan Jones;2009;Mistério;119;5000000;5009677;7,9;Denzel Washington
3259;Sea Rex 3D: Journey to a Prehistoric World ;Ronan Chapalain;2010;Aventura;146;5000000;4074023;6,9;Leonardo DiCaprio
3260;The Sweet Hereafter ;Atom Egoyan;1997;Terror;70;5000000;4306697;7,7;Leonardo DiCaprio
3261;Of Gods and Men ;Xavier Beauvois;2010;Drama;100;4000000;3950029;7,2;Tom Hanks
3262;Bottle Shock ;Randall Miller;2008;Ação;53;5000000;4040588;6,8;Meryl Streep
3263;Heavenly Creatures ;Peter Jackson;1994;Ação;117;5000000;3049135;7,4;Natalie Portman
3264;90 Minutes in Heaven ;Michael Polish;2015;Romance;135;5000000;4700361;4,6;Tom Hanks
3265;Everything Must Go ;Dan Rush;2010;Drama;108;5000000;2711210;6,4;Robert De Niro
3266;Zero Effect ;Jake Kasdan;1998;Musical;123;5000000;1980338;7,0;Leonardo DiCaprio
3267;The Machinist ;Brad Anderson;2004;Biografia;82;5000000;1082044;7,7;Robert De Niro
3268;Light Sleeper ;Paul Schrader;1992;Ação;132;5000000;1100000;6,8;Denzel Washington
3269;Kill the Messenger ;Michael Cuesta;2014;Comédia;104;5000000;2445646;7,0;Meryl Streep
3270;Rabbit Hole ;John Cameron Mitchell;2010;Comédia;110;5000000;2221809;7,0;Robert De Niro
3271;Party Monster ;Fenton Bailey;2003;Comédia;107;5000000;296665;6,3;Leonardo DiCaprio
3272;Green Room ;Jeremy Saulnier;2015;Ação;117;5000000;3219029;7,1;Tom Hanks
3273;Atlas Shrugged: Who Is John Galt? ;James Manera;2014;Animação;117;5000000;830210;4,4;Leonardo DiCaprio
3274;Bottle Rocket ;Wes Anderson;1996;Ação;126;7000000;1040879;7,1;Cate Blanchett
3275;Albino Alligator ;Kevin Spacey;1996;Biografia;125;5000000;326308;6,1;Denzel Washington
3276;Lovely, Still ;Nicholas Fackler;2008;Aventura;144;5000000;124720;7,3;Natalie Portman
3277;Desert Blue ;Morgan J. Freeman;1998;Ação;123;2000000;99147;6,2;Cate Blanchett
3278;The Visit ;M. Night Shyamalan;2015;Ação;104;5000000;65069140;6,2;Tom Hanks
3279;Redacted ;Brian De Palma;2007;Romance;57;5000000;65087;6,2;Denzel Washington
3280;Fascination ;Klaus Menzel;2004;Terror;108;5000000;16066;3,3;Natalie Portman
3281;Rudderless ;William H. Macy;2014;Drama;67;5000000;37440;7,5;Cate Blanchett
3282;I Served the King of England ;Jirí Menzel;2006;Drama;132;84450000;617228;7,4;Viola Davis
3283;Soul Kitchen ;Fatih Akin;2009;Ação;78;4000000;274385;7,3;Natalie Portman
3284;Sling Blade ;Billy Bob Thornton;1996;Ficção científica;92;890000;24475416;8,0;Denzel Washington
3285;Hostel ;Eli Roth;2005;Fantasia;129;4800000;47277326;5,9;Tom Hanks
3286;Tristram Shandy: A Cock and Bull Story ;Michael Winterbottom;2005;Comédia;81;2800000;1247453;6,8;Cate Blanchett
3287;Take Shelter ;Jeff Nichols;2011;Animação;119;5000000;1729969;7,4;Robert De Niro
3288;Lady in White ;Frank LaLoggia;1988;Drama;74;4700000;1705139;6,7;Robert De Niro
3289;The Texas Chainsaw Massacre 2 ;Tobe Hooper;1986;Biografia;70;4700000;8025872;5,5;Cate Blanchett
3290;Only God Forgives ;Nicolas Winding Refn;2013;Ação;122;4800000;778565;5,7;Denzel Washington
3291;The Names of Love ;Michel Leclerc;2010;Ação;118;4600000;513836;7,2;Viola Davis
3292;Savage Grace ;Tom Kalin;2007;Drama;107;4600000;434417;5,9;Meryl Streep
3293;Police Academy ;Hugh Wilson;1984;Drama;83;4500000;81200000;6,7;Meryl Streep
3294;Four Weddings and a Funeral ;Mike Newell;1994;Drama;114;4500000;52700832;7,1;Viola Davis
3295;25th Hour ;Spike Lee;2002;Drama;133;15000000;13060843;7,7;Tom Hanks
3296;Bound ;Lana Wachowski;1996;Ação;101;4500000;3798532;7,4;Natalie Portman
3297;Requiem for a Dream ;Darren Aronofsky;2000;Documentário;124;4500000;3609278;8,4;Denzel Washington
3298;Moms' Night Out ;Andrew Erwin;2014;Drama;126;5000000;10429707;5,4;Robert De Niro
3299;Donnie Darko ;Richard Kelly;2001;Comédia;104;4500000;727883;8,1;Tom Hanks
3300;Character ;Mike van Diem;1997;Animação;111;4500000;713413;7,8;Leonardo DiCaprio
3301;Spun ;Jonas Åkerlund;2002;Drama;94;2000000;410241;6,8;Viola Davis
3302;Mean Machine ;Barry Skolnick;2001;Ação;88;2500000;92191;6,5;Robert De Niro
3303;Exiled ;Johnnie To;2006;Comédia;98;35000000;49413;7,3;Viola Davis
3304;After.Life ;Agnieszka Wojtowicz-Vosloo;2009;Ficção científica;52;4500000;108229;5,9;Leonardo DiCaprio
3305;One Flew Over the Cuckoo's Nest ;Milos Forman;1975;Animação;110;4400000;112000000;8,7;Leonardo DiCaprio
3306;Falcon Rising ;Ernie Barbarash;2014;Terror;135;4500000;8691;5,8;Tom Hanks
3307;The Sweeney ;Nick Love;2012;Crime;118;3000000;26345;6,1;Denzel Washington
3308;Whale Rider ;Niki Caro;2002;Romance;142;6000000;20772796;7,6;Cate Blanchett
3309;Paa ;R. Balki;2009;Ação;105;150000000;199228;7,2;Leonardo DiCaprio
3310;Pan ;Joe Wright;2015;Terror;56;150000000;34964818;5,8;Cate Blanchett
3311;Night Watch ;Timur Bekmambetov;2004;Drama;92;4200000;1487477;6,5;Natalie Portman
3312;The Crying Game ;Neil Jordan;1992;Aventura;91;2300000;62549000;7,3;Cate Blanchett
3313;Porky's ;Bob Clark;1981;Ação;129;4000000;105500000;6,2;Robert De Niro
3314;Survival of the Dead ;George A. Romero;2009;Biografia;121;4000000;101055;5,0;Cate Blanchett
3315;Lost in Translation ;Sofia Coppola;2003;Terror;147;4000000;44566004;7,8;Cate Blanchett
3316;Annie Hall ;Woody Allen;1977;Ação;98;4000000;39200000;8,1;Viola Davis
3317;The Greatest Show on Earth ;Cecil B. DeMille;1952;Aventura;126;4000000;36000000;6,7;Tom Hanks
3318;Exodus: Gods and Kings ;Ridley Scott;2014;Drama;96;140000000;65007045;6,1;Natalie Portman
3319;Monster's Ball ;Marc Forster;2001;Drama;91;4000000;31252964;7,1;Natalie Portman
3320;Maggie ;Henry Hobson;2015;Ficção científica;115;8500000;131175;5,6;Leonardo DiCaprio
3321;Leaving Las Vegas ;Mike Figgis;1995;Documentário;84;3600000;31968347;7,6;Robert De Niro
3322;The Boy Next Door ;Rob Cohen;2015;Terror;132;4000000;35385560;4,6;Denzel Washington
3323;The Kids Are All Right ;Lisa Cholodenko;2010;Terror;114;3500000;20803237;7,1;Viola Davis
3324;They Live ;John Carpenter;1988;Ação;101;4000000;13008928;7,3;Robert De Niro
3325;The Last Exorcism Part II ;Ed Gass-Donnelly;2013;Thriller;87;5000000;15152879;4,0;Cate Blanchett
3326;Boyhood ;Richard Linklater;2014;Ficção científica;80;4000000;25359200;8,0;Robert De Niro
3327;Scoop ;Woody Allen;2006;Drama;43;4000000;10515579;6,7;Tom Hanks
3328;Planet of the Apes ;Tim Burton;2001;Documentário;119;100000000;180011740;5,7;Meryl Streep
3329;The Wash ;DJ Pooh;2001;Ação;96;4000000;10097096;4,6;Cate Blanchett
3330;3 Strikes ;DJ Pooh;2000;Terror;90;6000000;9821335;4,0;Leonardo DiCaprio
3331;The Cooler ;Wayne Kramer;2003;Ação;130;3200000;8243880;7,0;Viola Davis
3332;The Night Listener ;Patrick Stettner;2006;Drama;164;4000000;7825820;5,9;Leonardo DiCaprio
3333;My Soul to Take ;Wes Craven;2010;Biografia;104;25000000;14637490;4,8;Leonardo DiCaprio
3334;The Orphanage ;J.A. Bayona;2007;Romance;110;3400000;7159147;7,5;Leonardo DiCaprio
3335;A Haunted House 2 ;Michael Tiddes;2014;Documentário;127;4000000;17314483;4,7;Cate Blanchett
3336;The Rules of Attraction ;Roger Avary;2002;Drama;145;4000000;6525762;6,7;Leonardo DiCaprio
3337;Four Rooms ;Allison Anders;1995;Romance;111;4000000;4301331;6,7;Cate Blanchett
3338;Secretary ;Steven Shainberg;2002;Ficção científica;103;4000000;4046737;7,1;Cate Blanchett
3339;The Real Cancun ;Rick de Oliveira;2003;Fantasia;107;8000000;3713002;2,7;Meryl Streep
3340;Talk Radio ;Oliver Stone;1988;Ficção científica;110;4000000;3468572;7,3;Cate Blanchett
3341;Waiting for Guffman ;Christopher Guest;1996;Ação;114;4000000;2892582;7,6;Natalie Portman
3342;Love Stinks ;Jeff Franklin;1999;Animação;87;4000000;2800000;5,8;Cate Blanchett
3343;You Kill Me ;John Dahl;2007;Documentário;99;4000000;2426851;6,5;Tom Hanks
3344;Thumbsucker ;Mike Mills;2005;Comédia;62;4000000;1325073;6,6;Robert De Niro
3345;Mirrormask ;Dave McKean;2005;Terror;100;4000000;864959;6,9;Leonardo DiCaprio
3346;Samsara ;Ron Fricke;2011;Crime;92;4000000;2601847;8,5;Denzel Washington
3347;The Barbarians ;Ruggero Deodato;1987;Ação;125;4000000;800000;4,8;Natalie Portman
3348;Poolhall Junkies ;Mars Callahan;2002;Aventura;104;4000000;562059;7,0;Cate Blanchett
3349;The Loss of Sexual Innocence ;Mike Figgis;1999;Documentário;81;4000000;399793;5,4;Robert De Niro
3350;Joe ;David Gordon Green;2013;Comédia;92;4000000;371897;6,9;Robert De Niro
3351;Shooting Fish ;Stefan Schwartz;1997;Animação;96;3000000;302204;6,6;Meryl Streep
3352;Prison ;Renny Harlin;1987;Drama;78;1300000;354704;5,9;Natalie Portman
3353;Psycho Beach Party ;Robert Lee King;2000;Aventura;130;1500000;265107;6,3;Cate Blanchett
3354;The Big Tease ;Kevin Allen;1999;Terror;111;4000000;185577;6,3;Meryl Streep
3355;Buen Día, Ramón ;Jorge Ramírez Suárez;2013;Ação;116;4000000;100412;7,7;Denzel Washington
3356;Trust ;David Schwimmer;2010;Romance;66;9500000;58214;7,0;Leonardo DiCaprio
3357;An Everlasting Piece ;Barry Levinson;2000;Ação;74;14000000;75078;6,3;Denzel Washington
3358;Among Giants ;Sam Miller;1998;Romance;91;2500000;64359;5,9;Natalie Portman
3359;Adore ;Anne Fontaine;2013;Animação;136;16000000;317125;6,2;Denzel Washington
3360;Mondays in the Sun ;Fernando León de Aranoa;2002;Ficção científica;96;4000000;146402;7,7;Leonardo DiCaprio
3361;Stake Land ;Jim Mickle;2010;Romance;134;650000;18469;6,5;Viola Davis
3362;The Last Time I Committed Suicide ;Stephen Kay;1997;Comédia;117;4000000;12836;5,8;Viola Davis
3363;Futuro Beach ;Karim Aïnouz;2014;Aventura;101;4000000;20262;6,1;Meryl Streep
3364;Inescapable ;Ruba Nadda;2012;Biografia;87;4000000;4063;5,2;Robert De Niro
3365;Gone with the Wind ;Victor Fleming;1939;Comédia;139;3977000;198655278;8,2;Cate Blanchett
3366;Desert Dancer ;Richard Raymond;2014;Terror;120;4000000;143653;6,0;Denzel Washington
3367;Major Dundee ;Sam Peckinpah;1965;Mistério;104;3800000;14873;6,8;Leonardo DiCaprio
3368;Annie Get Your Gun ;George Sidney;1950;Terror;109;3768785;8000000;7,0;Tom Hanks
3369;Defendor ;Peter Stebbings;2009;Ação;89;3500000;37606;6,8;Viola Davis
3370;The Pirate ;Vincente Minnelli;1948;Thriller;152;3700000;2956000;7,1;Tom Hanks
3371;The Good Heart ;Dagur Kári;2009;Crime;120;3800000;19959;6,9;Denzel Washington
3372;The History Boys ;Nicholas Hytner;2006;Romance;128;2000000;2706659;6,9;Meryl Streep
3373;Unknown ;Jaume Collet-Serra;2011;Ação;80;30000000;61094903;6,9;Denzel Washington
3374;The Full Monty ;Peter Cattaneo;1997;Musical;66;3500000;45857453;7,2;Meryl Streep
3375;Airplane! ;Jim Abrahams;1980;Drama;154;3500000;83400000;7,8;Robert De Niro
3376;Friday ;F. Gary Gray;1995;Mistério;107;3500000;27900000;7,3;Denzel Washington
3377;Menace II Society ;Albert Hughes;1993;Drama;91;3500000;27900000;7,5;Cate Blanchett
3378;Creepshow 2 ;Michael Gornick;1987;Documentário;103;3500000;14000000;6,0;Viola Davis
3379;The Witch ;Robert Eggers;2015;Ficção científica;93;3500000;25138292;6,8;Leonardo DiCaprio
3380;I Got the Hook Up ;Michael Martin;1998;Ficção científica;131;3500000;10305534;3,9;Meryl Streep
3381;She's the One ;Edward Burns;1996;Aventura;123;3500000;9449219;6,1;Robert De Niro
3382;Gods and Monsters ;Bill Condon;1998;Ação;162;3500000;6390032;7,5;Cate Blanchett
3383;The Secret in Their Eyes ;Juan José Campanella;2009;Drama;71;2000000;20167424;8,2;Natalie Portman
3384;Evil Dead II ;Sam Raimi;1987;Drama;97;3600000;5923044;7,8;Tom Hanks
3385;Pootie Tang ;Louis C.K.;2001;Drama;117;3000000;3293258;5,2;Tom Hanks
3386;La otra conquista ;Salvador Carrasco;1998;Drama;147;3500000;886410;6,8;Cate Blanchett
3387;Trollhunter ;André Øvredal;2010;Musical;80;19900000;252652;7,0;Cate Blanchett
3388;Ira & Abby ;Robert Cary;2006;Ação;106;3500000;220234;6,5;Meryl Streep
3389;The Watch ;Akiva Schaffer;2012;Comédia;95;68000000;34350553;5,7;Robert De Niro
3390;Winter Passing ;Adam Rapp;2005;Thriller;66;3500000;101228;6,4;Leonardo DiCaprio
3391;D.E.B.S. ;Angela Robinson;2004;Thriller;78;3500000;96793;5,3;Tom Hanks
3392;The Masked Saint ;Warren P. Sonoda;2016;Ação;76;3500000;123777;4,7;Viola Davis
3393;Time to Choose ;Charles Ferguson;2015;Ação;60;3500000;29233;7,0;Tom Hanks
3394;March of the Penguins ;Luc Jacquet;2005;Comédia;111;8000000;77413017;7,6;Natalie Portman
3395;Margin Call ;J.C. Chandor;2011;Comédia;109;3500000;5354039;7,1;Meryl Streep
3396;Choke ;Clark Gregg;2008;Mistério;123;3000000;2926565;6,5;Natalie Portman
3397;Whiplash ;Damien Chazelle;2014;Ficção científica;136;3300000;13092000;8,5;Leonardo DiCaprio
3398;City of God ;Fernando Meirelles;2002;Ficção científica;56;3300000;7563397;8,7;Viola Davis
3399;Human Traffic ;Justin Kerrigan;1999;Terror;95;2200000;104257;7,1;Natalie Portman
3400;The Hunt ;Thomas Vinterberg;2012;Terror;77;3800000;610968;8,3;Leonardo DiCaprio
3401;Bella ;Alejandro Monteverde;2006;Comédia;109;3300000;8108247;7,4;Meryl Streep
3402;Dreaming of Joseph Lees ;Eric Styles;1999;Ação;130;2000000;7680;6,4;Leonardo DiCaprio
3403;Maria Full of Grace ;Joshua Marston;2004;Ação;114;3000000;6517198;7,5;Robert De Niro
3404;Beginners ;Mike Mills;2010;Ação;103;3200000;5776314;7,2;Natalie Portman
3405;Animal House ;John Landis;1978;Drama;96;3000000;141600000;7,6;Leonardo DiCaprio
3406;Goldfinger ;Guy Hamilton;1964;Ação;106;3000000;51100000;7,8;Meryl Streep
3407;Trainspotting ;Danny Boyle;1996;Musical;126;3500000;16501785;8,2;Cate Blanchett
3408;The Original Kings of Comedy ;Spike Lee;2000;Comédia;128;3000000;38168022;6,6;Cate Blanchett
3409;Paranormal Activity 2 ;Tod Williams;2010;Musical;115;3000000;84749884;5,7;Viola Davis
3410;Waking Ned Devine ;Kirk Jones;1998;Ação;133;3000000;24788807;7,4;Tom Hanks
3411;Bowling for Columbine ;Michael Moore;2002;Drama;106;4000000;21244913;8,0;Leonardo DiCaprio
3412;A Nightmare on Elm Street 2: Freddy's Revenge ;Jack Sholder;1985;Ficção científica;142;2200000;30000000;5,4;Natalie Portman
3413;A Room with a View ;James Ivory;1985;Comédia;80;3000000;20966644;7,4;Robert De Niro
3414;The Purge ;James DeMonaco;2013;Biografia;112;3000000;64423650;5,7;Denzel Washington
3415;Sinister ;Scott Derrickson;2012;Animação;60;3000000;48056940;6,8;Cate Blanchett
3416;Martin Lawrence Live: Runteldat ;David Raynr;2002;Romance;117;3000000;19184015;5,4;Denzel Washington
3417;Air Bud ;Charles Martin Smith;1997;Documentário;46;3000000;24629916;5,1;Denzel Washington
3418;Jason Lives: Friday the 13th Part VI ;Tom McLoughlin;1986;Ação;98;3000000;19472057;5,9;Denzel Washington
3419;The Bridge on the River Kwai ;David Lean;1957;Mistério;107;3000000;27200000;8,2;Cate Blanchett
3420;Spaced Invaders ;Patrick Read Johnson;1990;Drama;118;3000000;15369573;5,3;Denzel Washington
3421;Jason Goes to Hell: The Final Friday ;Adam Marcus;1993;Drama;90;2500000;15935068;4,3;Natalie Portman
3422;Dave Chappelle's Block Party ;Michel Gondry;2005;Ficção científica;91;3000000;11694528;7,2;Viola Davis
3423;Next Day Air ;Benny Boom;2009;Esporte;106;3000000;10017041;5,9;Viola Davis
3424;Phat Girlz ;Nnegest Likké;2006;Ficção científica;91;3000000;7059537;3,0;Leonardo DiCaprio
3425;Before Midnight ;Richard Linklater;2013;Drama;117;3000000;8114507;7,9;Cate Blanchett
3426;Teen Wolf Too ;Christopher Leitch;1987;Drama;119;3000000;7888703;3,2;Meryl Streep
3427;Phantasm II ;Don Coscarelli;1988;Aventura;74;3000000;7282851;6,5;Natalie Portman
3428;Real Women Have Curves ;Patricia Cardoso;2002;Romance;97;3000000;5844929;7,0;Viola Davis
3429;East Is East ;Damien O'Donnell;1999;Ficção científica;136;1900000;4170647;6,9;Meryl Streep
3430;Whipped ;Peter M. Cohen;2000;Crime;92;3000000;4142507;4,4;Denzel Washington
3431;Kama Sutra: A Tale of Love ;Mira Nair;1996;Comédia;89;3000000;4109095;6,0;Natalie Portman
3432;Warlock: The Armageddon ;Anthony Hickox;1993;Comédia;129;3000000;3902679;5,3;Tom Hanks
3433;8 Heads in a Duffel Bag ;Tom Schulman;1997;Comédia;74;3000000;3559990;5,3;Natalie Portman
3434;Thirteen Conversations About One Thing ;Jill Sprecher;2001;Romance;95;4500000;3287435;7,1;Tom Hanks
3435;Jawbreaker ;Darren Stein;1999;Drama;89;3500000;3071947;5,4;Leonardo DiCaprio
3436;Basquiat ;Julian Schnabel;1996;Ação;67;3300000;2961991;6,9;Meryl Streep
3437;Tsotsi ;Gavin Hood;2005;Fantasia;99;3000000;2912363;7,3;Tom Hanks
3438;Happiness ;Todd Solondz;1998;Guerra;110;3000000;3000000;7,8;Meryl Streep
3439;DysFunktional Family ;George Gallo;2003;Ficção científica;88;3000000;2223990;6,6;Tom Hanks
3440;Tusk ;Kevin Smith;2014;Drama;103;3000000;1821983;5,4;Tom Hanks
3441;Oldboy ;Chan-wook Park;2003;Ficção científica;116;3000000;2181290;8,4;Robert De Niro
3442;Letters to God ;David Nixon;2010;Crime;110;3500000;2848578;6,3;Robert De Niro
3443;Hobo with a Shotgun ;Jason Eisener;2011;Ficção científica;91;3000000;703002;6,1;Robert De Niro
3444;Compadres ;Enrique Begne;2016;Terror;84;3000000;3105269;5,0;Tom Hanks
3445;Love's Abiding Joy ;Michael Landon Jr.;2006;Comédia;115;3000000;252726;7,2;Robert De Niro
3446;Bachelorette ;Leslye Headland;2012;Drama;129;3000000;418268;5,3;Meryl Streep
3447;Tim and Eric's Billion Dollar Movie ;Tim Heidecker;2012;Drama;101;3000000;200803;5,3;Tom Hanks
3448;The Gambler ;Rupert Wyatt;2014;Comédia;79;25000000;33631221;6,0;Cate Blanchett
3449;Summer Storm ;Marco Kreuzpaintner;2004;Ficção científica;46;2700000;95016;7,4;Robert De Niro
3450;Fort McCoy ;Kate Connor;2011;Ação;78;3000000;73678;5,9;Viola Davis
3451;Chain Letter ;Deon Taylor;2009;Drama;88;5000000;143000;4,1;Leonardo DiCaprio
3452;Just Looking ;Jason Alexander;1999;Ação;135;3000000;39852;6,7;Leonardo DiCaprio
3453;The Divide ;Xavier Gens;2011;Drama;110;3000000;22000;5,8;Denzel Washington
3454;Alice in Wonderland ;Tim Burton;2010;Ação;113;200000000;334185206;6,5;Robert De Niro
3455;Tanner Hall ;Francesca Gregorini;2009;Drama;106;3000000;5005;5,9;Cate Blanchett
3456;Cinderella ;Kenneth Branagh;2015;Comédia;86;95000000;201148159;7,0;Viola Davis
3457;Central Station ;Walter Salles;1998;Drama;118;2900000;5595428;8,0;Meryl Streep
3458;Boynton Beach Club ;Susan Seidelman;2005;Ficção científica;84;1500000;3123749;6,5;Tom Hanks
3459;Freakonomics ;Heidi Ewing;2010;Ficção científica;122;3000000;100675;6,4;Meryl Streep
3460;High Tension ;Alexandre Aja;2003;Drama;82;2200000;3645438;6,8;Leonardo DiCaprio
3461;Hustle & Flow ;Craig Brewer;2005;Fantasia;124;8000000;22201636;7,4;Natalie Portman
3462;Some Like It Hot ;Billy Wilder;1959;Romance;144;2883848;25000000;8,3;Viola Davis
3463;Friday the 13th Part VII: The New Blood ;John Carl Buechler;1988;Drama;74;2800000;19170001;5,3;Leonardo DiCaprio
3464;The Wizard of Oz ;Victor Fleming;1939;Ação;78;2800000;22202612;8,1;Viola Davis
3465;Young Frankenstein ;Mel Brooks;1974;Romance;128;2800000;86300000;8,0;Denzel Washington
3466;Diary of the Dead ;George A. Romero;2007;Mistério;150;2000000;952620;5,7;Leonardo DiCaprio
3467;Ulee's Gold ;Victor Nunez;1997;Aventura;92;2700000;9054736;7,1;Leonardo DiCaprio
3468;Blazing Saddles ;Mel Brooks;1974;Comédia;81;2600000;119500000;7,8;Meryl Streep
3469;Friday the 13th: The Final Chapter ;Joseph Zito;1984;Drama;117;1800000;32600000;5,9;Leonardo DiCaprio
3470;Maurice ;James Ivory;1987;Drama;139;2600000;3130592;7,8;Cate Blanchett
3471;Beer League ;Frank Sebastiano;2006;Terror;91;2800000;475000;6,0;Viola Davis
3472;The Astronaut's Wife ;Rand Ravich;1999;Comédia;108;34000000;10654581;5,3;Natalie Portman
3473;Timecrimes ;Nacho Vigalondo;2007;Aventura;95;2600000;38108;7,2;Denzel Washington
3474;A Haunted House ;Michael Tiddes;2013;Crime;125;2500000;40041683;5,1;Robert De Niro
3475;2016: Obama's America ;Dinesh D'Souza;2012;Comédia;107;2500000;33349949;5,1;Natalie Portman
3476;Halloween II ;Rob Zombie;2009;Romance;126;15000000;33386128;4,9;Leonardo DiCaprio
3477;That Thing You Do! ;Tom Hanks;1996;Comédia;105;26000000;25809813;6,9;Tom Hanks
3478;Halloween III: Season of the Witch ;Tommy Lee Wallace;1982;Comédia;111;2500000;14400000;4,6;Cate Blanchett
3479;Kevin Hart: Let Me Explain ;Leslie Small;2013;Romance;127;2500000;32230907;6,7;Tom Hanks
3480;My Own Private Idaho ;Gus Van Sant;1991;Fantasia;87;2500000;6401336;7,1;Viola Davis
3481;Garden State ;Zach Braff;2004;Terror;121;2500000;26781723;7,6;Natalie Portman
3482;Before Sunrise ;Richard Linklater;1995;Romance;63;2500000;5400000;8,1;Leonardo DiCaprio
3483;Jesus' Son ;Alison Maclean;1999;Ação;118;2500000;1282084;7,0;Viola Davis
3484;Robot & Frank ;Jake Schreier;2012;Comédia;126;2500000;3325638;7,1;Denzel Washington
3485;My Life Without Me ;Isabel Coixet;2003;Comédia;105;2000000;395592;7,6;Cate Blanchett
3486;The Spectacular Now ;James Ponsoldt;2013;Ação;119;2500000;6851969;7,1;Meryl Streep
3487;Marilyn Hotchkiss' Ballroom Dancing and Charm School ;Randall Miller;1990;História;120;34000;333658;7,1;Denzel Washington
3488;Religulous ;Larry Charles;2008;Mistério;71;2500000;12995673;7,7;Tom Hanks
3489;Fuel ;Joshua Tickell;2008;Aventura;109;2500000;173783;7,6;Viola Davis
3490;Valley of the Heart's Delight ;Tim Boxell;2006;Thriller;122;2500000;118666;6,6;Robert De Niro
3491;Dodgeball: A True Underdog Story ;Rawson Marshall Thurber;2004;Ação;122;20000000;114324072;6,7;Leonardo DiCaprio
3492;Eye of the Dolphin ;Michael D. Sellers;2006;Drama;98;2500000;71904;5,7;Viola Davis
3493;8: The Mormon Proposition ;Reed Cowan;2010;Drama;92;2500000;99851;7,1;Tom Hanks
3494;The Other End of the Line ;James Dodson;2008;Documentário;88;14000000;115504;6,2;Denzel Washington
3495;Anatomy ;Stefan Ruzowitzky;2000;Comédia;71;8400000;5725;6,1;Denzel Washington
3496;Sleep Dealer ;Alex Rivera;2008;Aventura;100;2500000;75727;5,9;Tom Hanks
3497;Super ;James Gunn;2010;Mistério;118;2500000;322157;6,8;Viola Davis
3498;Get on the Bus ;Spike Lee;1996;Romance;162;2400000;5731103;6,8;Denzel Washington
3499;Thr3e ;Robby Henson;2006;Romance;86;2400000;978908;5,1;Natalie Portman
3500;This Is England ;Shane Meadows;2006;Drama;70;1500000;327919;7,7;Natalie Portman
3501;Go for It! ;Carmen Marron;2011;Ação;161;2450000;178739;3,9;Meryl Streep
3502;Fantasia ;James Algar;1940;Comédia;134;2280000;76400000;7,8;Tom Hanks
3503;Friday the 13th Part III ;Steve Miner;1982;Aventura;103;4000000;36200000;5,7;Leonardo DiCaprio
3504;Friday the 13th: A New Beginning ;Danny Steinmann;1985;Comédia;123;2200000;21300000;4,7;Cate Blanchett
3505;The Last Sin Eater ;Michael Landon Jr.;2007;Comédia;122;2200000;379643;5,9;Robert De Niro
3506;Do You Believe? ;Jon Gunn;2015;Ficção científica;110;2300000;12985267;5,9;Leonardo DiCaprio
3507;The Best Years of Our Lives ;William Wyler;1946;Drama;135;2100000;23650000;8,1;Meryl Streep
3508;Elling ;Petter Næss;2001;Drama;103;15500000;313436;7,6;Cate Blanchett
3509;Mi America ;Robert Fontaine;2015;Thriller;116;2100000;3330;7,2;Meryl Streep
3510;From Russia with Love ;Terence Young;1963;Documentário;138;2000000;24800000;7,5;Meryl Streep
3511;The Toxic Avenger Part II ;Michael Herz;1989;Animação;67;2300000;792966;5,1;Viola Davis
3512;It Follows ;David Robert Mitchell;2014;Drama;63;2000000;14673301;6,9;Natalie Portman
3513;Mad Max 2: The Road Warrior ;George Miller;1981;Romance;138;2000000;9003011;7,6;Tom Hanks
3514;The Legend of Drunken Master ;Chia-Liang Liu;1994;Comédia;130;2000000;11546543;7,6;Viola Davis
3515;Boys Don't Cry ;Kimberly Peirce;1999;Ficção científica;113;2000000;11533945;7,6;Viola Davis
3516;Silent House ;Chris Kentis;2011;Drama;99;2000000;12555230;5,3;Tom Hanks
3517;The Lives of Others ;Florian Henckel von Donnersmarck;2006;Ação;123;2000000;11284657;8,5;Leonardo DiCaprio
3518;Courageous ;Alex Kendrick;2011;Ação;64;2000000;34522221;7,0;Denzel Washington
