codigo,ator_principal,orcamento_elenco
2743,Viola Davis,9598894
2744,Tom Hanks,38938498
2745,Cate Blanchett,5236246
2746,Robert De Niro,31002910
2747,Tom Hanks,28984435
2748,Meryl Streep,15056353
2749,Tom Hanks,47189808
2750,Meryl Streep,21974005
2751,Viola Davis,32956414
2752,Tom Hanks,38245134
2753,Tom Hanks,39736564
2754,Tom Hanks,47864102
2755,Meryl Streep,9531740
2756,Tom Hanks,43458552
2757,Leonardo DiCaprio,16363010
2758,Viola Davis,40784468
2759,Leonardo DiCaprio,16906000
2760,Meryl Streep,33788580
2761,Leonardo DiCaprio,32524559
2762,Robert De Niro,22035947
2763,Leonardo DiCaprio,7414443
2764,Cate Blanchett,10955966
2765,Leonardo DiCaprio,22585897
2766,Robert De Niro,36516397
2767,Cate Blanchett,32050550
2768,Leonardo DiCaprio,49843631
2769,Tom Hanks,5491290
2770,Cate Blanchett,27144034
2771,Meryl Streep,19536163
2772,Viola Davis,10602161
2773,Tom Hanks,4960849
2774,Cate Blanchett,17548080
2775,Meryl Streep,43484596
2776,Robert De Niro,22958985
2777,Tom Hanks,42651285
2778,Cate Blanchett,38706987
2779,Meryl Streep,19304450
2780,Tom Hanks,33527512
2781,Tom Hanks,41585496
2782,Leonardo DiCaprio,14425687
2783,Viola Davis,13629556
2784,Leonardo DiCaprio,41606326
2785,Robert De Niro,20838693
2786,Viola Davis,5064310
2787,Viola Davis,14082408
2788,Leonardo DiCaprio,34831541
2789,Tom Hanks,17658196
2790,Cate Blanchett,29386467
2791,Viola Davis,1732427
2792,Tom Hanks,18514600
2793,Meryl Streep,10667676
2794,Tom Hanks,2696760
2795,Robert De Niro,44730482
2796,Viola Davis,29281234
2797,Robert De Niro,25738451
2798,Cate Blanchett,10906257
2799,Cate Blanchett,43002758
2800,Cate Blanchett,38263160
2801,Meryl Streep,40852267
2802,Cate Blanchett,22078022
2803,Robert De Niro,19357767
2804,Cate Blanchett,19518654
2805,Meryl Streep,48398771
2806,Leonardo DiCaprio,31422695
2807,Tom Hanks,11932107
2808,Leonardo DiCaprio,9625883
2809,Tom Hanks,2137912
2810,Robert De Niro,4518080
2811,Tom Hanks,38082688
2812,Cate Blanchett,25751225
2813,Meryl Streep,22157326
2814,Viola Davis,26167773
2815,Leonardo DiCaprio,2708944
2816,Viola Davis,30142669
2817,Viola Davis,22735502
2818,Cate Blanchett,12945272
2819,Tom Hanks,42143240
2820,Robert De Niro,44192672
2821,Tom Hanks,22744222
2822,Leonardo DiCaprio,39153377
2823,Robert De Niro,35340167
2824,Robert De Niro,49504721
2825,Viola Davis,48893188
2826,Meryl Streep,34331403
2827,Robert De Niro,5556333
2828,Meryl Streep,11171685
2829,Robert De Niro,36083211
2830,Meryl Streep,48905917
2831,Meryl Streep,7164580
2832,Tom Hanks,24963302
2833,Tom Hanks,6446469
2834,Cate Blanchett,24056800
2835,Robert De Niro,34048142
2836,Cate Blanchett,37581805
2837,Robert De Niro,36210634
2838,Cate Blanchett,44071724
2839,Cate Blanchett,47612918
2840,Meryl Streep,37782201
2841,Robert De Niro,14908618
2842,Cate Blanchett,11674366
2843,Robert De Niro,18498951
2844,Meryl Streep,17056827
2845,Robert De Niro,44269015
2846,Viola Davis,38425578
2847,Robert De Niro,4522081
2848,Viola Davis,47794190
2849,Meryl Streep,33124559
2850,Robert De Niro,3830375
2851,Meryl Streep,16613927
2852,Meryl Streep,10239086
2853,Leonardo DiCaprio,22438531
2854,Tom Hanks,27006380
2855,Viola Davis,45980588
2856,Cate Blanchett,2292230
2857,Leonardo DiCaprio,20437371
2858,Cate Blanchett,2577939
2859,Viola Davis,48965535
2860,Viola Davis,28846065
2861,Leonardo DiCaprio,5560821
2862,Robert De Niro,14430121
2863,Leonardo DiCaprio,3416294
2864,Meryl Streep,16401886
2865,Leonardo DiCaprio,33981661
2866,Robert De Niro,24446597
2867,Viola Davis,6410815
2868,Leonardo DiCaprio,25703996
2869,Leonardo DiCaprio,12017878
2870,Cate Blanchett,15279312
2871,Meryl Streep,36985785
2872,Robert De Niro,43122877
2873,Viola Davis,42794853
2874,Tom Hanks,18827249
2875,Leonardo DiCaprio,26118886
2876,Leonardo DiCaprio,27066410
2877,Meryl Streep,14528201
2878,Leonardo DiCaprio,18198540
2879,Tom Hanks,14138065
2880,Tom Hanks,18471245
2881,Cate Blanchett,8997206
2882,Viola Davis,20151643
2883,Cate Blanchett,2933908
2884,Cate Blanchett,41491331
2885,Viola Davis,46086846
2886,Leonardo DiCaprio,28225450
2887,Meryl Streep,13403868
2888,Robert De Niro,3795761
2889,Cate Blanchett,8162503
2890,Viola Davis,14796454
2891,Meryl Streep,39265942
2892,Viola Davis,21039363
2893,Viola Davis,46245221
2894,Meryl Streep,40812881
2895,Tom Hanks,25222160
2896,Cate Blanchett,4648544
2897,Viola Davis,43018043
2898,Meryl Streep,39040430
2899,Tom Hanks,15549608
2900,Leonardo DiCaprio,2598031
2901,Tom Hanks,1829488
2902,Meryl Streep,13141278
2903,Tom Hanks,14848095
2904,Cate Blanchett,49314496
2905,Cate Blanchett,49316320
2906,Tom Hanks,31728097
2907,Cate Blanchett,41386985
2908,Meryl Streep,33996237
2909,Cate Blanchett,38636655
2910,Leonardo DiCaprio,20149009
2911,Viola Davis,17677790
2912,Robert De Niro,42363911
2913,Robert De Niro,1018168
2914,Robert De Niro,42558958
2915,Robert De Niro,1752418
2916,Tom Hanks,1000636
2917,Tom Hanks,30867512
2918,Cate Blanchett,49905465
2919,Leonardo DiCaprio,11703004
2920,Robert De Niro,4592863
2921,Tom Hanks,15449118
2922,Viola Davis,13803394
2923,Cate Blanchett,26019591
2924,Robert De Niro,19789051
2925,Cate Blanchett,44864096
2926,Robert De Niro,20962868
2927,Robert De Niro,9058198
2928,Tom Hanks,10518592
2929,Tom Hanks,31663895
2930,Meryl Streep,9074875
2931,Viola Davis,46756743
2932,Robert De Niro,32977696
2933,Meryl Streep,1962612
2934,Robert De Niro,6777755
2935,Viola Davis,16757350
2936,Cate Blanchett,39908176
2937,Viola Davis,38409488
2938,Tom Hanks,19123878
2939,Robert De Niro,48169258
2940,Leonardo DiCaprio,33193799
2941,Robert De Niro,47426014
2942,Meryl Streep,15460321
2943,Robert De Niro,27678386
2944,Viola Davis,26328564
2945,Robert De Niro,3493843
2946,Cate Blanchett,30023746
2947,Cate Blanchett,28677323
2948,Meryl Streep,1890471
2949,Leonardo DiCaprio,3955052
2950,Viola Davis,5228545
2951,Tom Hanks,48640699
2952,Tom Hanks,49242605
2953,Cate Blanchett,14602874
2954,Tom Hanks,2638320
2955,Viola Davis,19251090
2956,Meryl Streep,16758402
2957,Viola Davis,31064041
2958,Robert De Niro,44632990
2959,Robert De Niro,38796515
2960,Cate Blanchett,38510123
2961,Viola Davis,33784533
2962,Meryl Streep,49021044
2963,Viola Davis,4173882
2964,Tom Hanks,25429961
2965,Robert De Niro,41134394
2966,Tom Hanks,31618921
2967,Cate Blanchett,37546866
2968,Meryl Streep,26049555
2969,Viola Davis,25915660
2970,Viola Davis,37978598
2971,Leonardo DiCaprio,10777472
2972,Tom Hanks,43903648
2973,Tom Hanks,28313418
2974,Meryl Streep,39937354
2975,Cate Blanchett,25971873
2976,Cate Blanchett,24316110
2977,Tom Hanks,10907495
2978,Viola Davis,34186049
2979,Viola Davis,37391029
2980,Cate Blanchett,25181259
2981,Cate Blanchett,6801263
2982,Leonardo DiCaprio,17991984
2983,Meryl Streep,23334103
2984,Tom Hanks,44316365
2985,Cate Blanchett,31250578
2986,Leonardo DiCaprio,46656688
2987,Meryl Streep,3869288
2988,Tom Hanks,34980766
2989,Viola Davis,10734173
2990,Leonardo DiCaprio,23927735
2991,Leonardo DiCaprio,43459606
2992,Viola Davis,11699029
2993,Leonardo DiCaprio,10363115
2994,Meryl Streep,47520858
2995,Cate Blanchett,6485706
2996,Cate Blanchett,8508136
2997,Leonardo DiCaprio,37507003
2998,Robert De Niro,35867675
2999,Robert De Niro,39618775
3000,Robert De Niro,18093779
3001,Leonardo DiCaprio,45603029
3002,Meryl Streep,16219104
3003,Viola Davis,48630715
3004,Tom Hanks,33828313
3005,Robert De Niro,22843082
3006,Viola Davis,26053223
3007,Leonardo DiCaprio,27505351
3008,Leonardo DiCaprio,45083268
3009,Cate Blanchett,15701634
3010,Leonardo DiCaprio,24564227
3011,Viola Davis,28380312
3012,Viola Davis,8142170
3013,Meryl Streep,43981170
3014,Viola Davis,31444210
3015,Meryl Streep,47569715
3016,Meryl Streep,49063495
3017,Robert De Niro,34857165
3018,Robert De Niro,34232505
3019,Meryl Streep,5845707
3020,Viola Davis,21572620
3021,Meryl Streep,28254243
3022,Tom Hanks,15042128
3023,Leonardo DiCaprio,43832139
3024,Robert De Niro,13818234
3025,Robert De Niro,2088505
3026,Robert De Niro,20849733
3027,Robert De Niro,14897400
3028,Meryl Streep,46666341
3029,Robert De Niro,5497760
3030,Tom Hanks,31373428
3031,Robert De Niro,29314405
3032,Tom Hanks,45398221
3033,Cate Blanchett,1709236
3034,Viola Davis,41101630
3035,Tom Hanks,24029721
3036,Cate Blanchett,26160182
3037,Meryl Streep,21386774
3038,Cate Blanchett,42557685
3039,Leonardo DiCaprio,33107530
3040,Viola Davis,42258742
3041,Leonardo DiCaprio,3810175
3042,Viola Davis,33972830
3043,Robert De Niro,34554086
3044,Tom Hanks,24588561
3045,Robert De Niro,18165251
3046,Viola Davis,32782589
3047,Cate Blanchett,37172838
3048,Robert De Niro,29367028
3049,Viola Davis,40401272
3050,Leonardo DiCaprio,24558896
3051,Viola Davis,33904043
3052,Robert De Niro,26499173
3053,Robert De Niro,33712108
3054,Robert De Niro,32868106
3055,Tom Hanks,37489435
3056,Robert De Niro,6567665
3057,Meryl Streep,49605516
3058,Viola Davis,43365746
3059,Robert De Niro,31513474
3060,Cate Blanchett,23641369
3061,Meryl Streep,41507496
3062,Cate Blanchett,3304662
3063,Tom Hanks,21791237
3064,Leonardo DiCaprio,48247330
3065,Cate Blanchett,15532783
3066,Leonardo DiCaprio,28555375
3067,Robert De Niro,1690815
3068,Viola Davis,9615714
3069,Leonardo DiCaprio,46314769
3070,Robert De Niro,34976851
3071,Cate Blanchett,5637196
3072,Leonardo DiCaprio,13162359
3073,Cate Blanchett,19437566
3074,Viola Davis,38919860
3075,Cate Blanchett,36947730
3076,Viola Davis,49609025
3077,Robert De Niro,17992253
3078,Leonardo DiCaprio,8896603
3079,Viola Davis,35677587
3080,Cate Blanchett,12671484
3081,Cate Blanchett,20689034
3082,Meryl Streep,3672039
3083,Tom Hanks,41340503
3084,Tom Hanks,29637473
3085,Robert De Niro,47090861
3086,Meryl Streep,6155346
3087,Meryl Streep,33356283
3088,Cate Blanchett,17712970
3089,Robert De Niro,26991509
3090,Viola Davis,44880575
3091,Meryl Streep,26281225
3092,Robert De Niro,21285441
3093,Meryl Streep,15993640
3094,Tom Hanks,46837577
3095,Leonardo DiCaprio,34108228
3096,Meryl Streep,48904182
3097,Cate Blanchett,48028551
3098,Robert De Niro,7814081
3099,Meryl Streep,10341910
3100,Meryl Streep,41614685
3101,Leonardo DiCaprio,2589017
3102,Cate Blanchett,34295771
3103,Tom Hanks,47903807
3104,Cate Blanchett,2378255
3105,Viola Davis,36243912
3106,Viola Davis,25715409
3107,Viola Davis,37472636
3108,Robert De Niro,29093420
3109,Cate Blanchett,3250620
3110,Tom Hanks,30279001
3111,Leonardo DiCaprio,48113627
3112,Cate Blanchett,5492170
3113,Robert De Niro,6854775
3114,Tom Hanks,45607417
3115,Tom Hanks,32851579
3116,Cate Blanchett,35031815
3117,Meryl Streep,10229299
3118,Robert De Niro,2617946
3119,Meryl Streep,6796697
3120,Leonardo DiCaprio,13535312
3121,Viola Davis,14188035
3122,Cate Blanchett,45282586
3123,Leonardo DiCaprio,26052870
3124,Leonardo DiCaprio,18650079
3125,Cate Blanchett,5484139
3126,Viola Davis,13449377
3127,Leonardo DiCaprio,28733125
3128,Robert De Niro,38558588
3129,Robert De Niro,16585919
3130,Meryl Streep,10890989
3131,Tom Hanks,9939895
3132,Viola Davis,48075116
3133,Cate Blanchett,1751191
3134,Tom Hanks,5026128
3135,Leonardo DiCaprio,1816407
3136,Robert De Niro,36202835
3137,Viola Davis,18843409
3138,Leonardo DiCaprio,36602547
3139,Robert De Niro,21357080
3140,Meryl Streep,22443241
3141,Meryl Streep,33238371
3142,Meryl Streep,13661228
3143,Viola Davis,32860574
3144,Cate Blanchett,33127318
3145,Meryl Streep,7646932
3146,Meryl Streep,27028678
3147,Leonardo DiCaprio,43506523
3148,Viola Davis,37332928
3149,Robert De Niro,10805436
3150,Viola Davis,9519844
3151,Leonardo DiCaprio,10757804
3152,Robert De Niro,33057125
3153,Leonardo DiCaprio,5871438
3154,Leonardo DiCaprio,12055025
3155,Meryl Streep,43073294
3156,Cate Blanchett,42984882
3157,Tom Hanks,16122448
3158,Tom Hanks,28272469
3159,Robert De Niro,29982374
3160,Robert De Niro,22507557
3161,Cate Blanchett,2856582
3162,Meryl Streep,46074069
3163,Viola Davis,26077390
3164,Cate Blanchett,31187468
3165,Leonardo DiCaprio,16080774
3166,Viola Davis,9544726
3167,Cate Blanchett,42264956
3168,Leonardo DiCaprio,28281889
3169,Viola Davis,43637244
3170,Meryl Streep,17196093
3171,Leonardo DiCaprio,35981065
3172,Tom Hanks,34362063
3173,Robert De Niro,30040792
3174,Leonardo DiCaprio,3074604
3175,Cate Blanchett,5451597
3176,Leonardo DiCaprio,6693694
3177,Viola Davis,10768620
3178,Viola Davis,3680901
3179,Tom Hanks,19615289
3180,Cate Blanchett,19846415
3181,Cate Blanchett,44631959
3182,Tom Hanks,21367331
3183,Leonardo DiCaprio,41620718
3184,Tom Hanks,21679050
3185,Cate Blanchett,35322154
3186,Cate Blanchett,26910319
3187,Viola Davis,40564775
3188,Viola Davis,38593558
3189,Viola Davis,41614607
3190,Leonardo DiCaprio,45359551
3191,Leonardo DiCaprio,10211855
3192,Cate Blanchett,23620737
3193,Robert De Niro,47400684
3194,Cate Blanchett,23978747
3195,Leonardo DiCaprio,35695120
3196,Leonardo DiCaprio,43370246
3197,Robert De Niro,17884116
3198,Viola Davis,18999377
3199,Tom Hanks,20390902
3200,Leonardo DiCaprio,35461603
3201,Meryl Streep,22008539
3202,Tom Hanks,17066854
3203,Leonardo DiCaprio,13835682
3204,Tom Hanks,21558641
3205,Meryl Streep,23481367
3206,Leonardo DiCaprio,46372310
3207,Cate Blanchett,19691304
3208,Tom Hanks,41115028
3209,Cate Blanchett,45941774
3210,Viola Davis,13640141
3211,Leonardo DiCaprio,10346766
3212,Viola Davis,20798141
3213,Meryl Streep,47110727
3214,Viola Davis,25258977
3215,Viola Davis,37425075
3216,Leonardo DiCaprio,22551507
3217,Meryl Streep,32050629
3218,Leonardo DiCaprio,35904171
3219,Meryl Streep,8865881
3220,Viola Davis,49502430
3221,Tom Hanks,43855409
3222,Meryl Streep,14806563
3223,Leonardo DiCaprio,43509723
3224,Tom Hanks,13286145
3225,Viola Davis,34350131
3226,Tom Hanks,17484206
3227,Cate Blanchett,33503729
3228,Viola Davis,19169086
3229,Leonardo DiCaprio,31808285
3230,Leonardo DiCaprio,23910928
3231,Meryl Streep,18094353
3232,Leonardo DiCaprio,5835210
3233,Tom Hanks,9350307
3234,Cate Blanchett,37955738
3235,Cate Blanchett,1219249
3236,Robert De Niro,13678749
3237,Tom Hanks,34222619
3238,Cate Blanchett,37953105
3239,Leonardo DiCaprio,19595306
3240,Leonardo DiCaprio,39081169
3241,Cate Blanchett,14367415
3242,Tom Hanks,4422084
3243,Cate Blanchett,43151931
3244,Cate Blanchett,40948012
3245,Robert De Niro,32968525
3246,Cate Blanchett,26963392
3247,Tom Hanks,9015803
3248,Meryl Streep,13153732
3249,Robert De Niro,25248776
3250,Robert De Niro,3753786
3251,Robert De Niro,19613047
3252,Robert De Niro,37808587
3253,Leonardo DiCaprio,19012978
3254,Meryl Streep,7435110
3255,Viola Davis,47085285
3256,Cate Blanchett,14750119
3257,Robert De Niro,45311778
3258,Leonardo DiCaprio,5018471
3259,Robert De Niro,8478077
3260,Tom Hanks,42900091
3261,Viola Davis,19600819
3262,Tom Hanks,29843567
3263,Meryl Streep,16467810
3264,Meryl Streep,42494209
3265,Leonardo DiCaprio,39293465
3266,Tom Hanks,38085418
3267,Tom Hanks,16862007
3268,Meryl Streep,2540421
3269,Leonardo DiCaprio,40199630
3270,Tom Hanks,15755380
3271,Meryl Streep,26720948
3272,Meryl Streep,37353628
3273,Leonardo DiCaprio,2170416
3274,Meryl Streep,7118835
3275,Leonardo DiCaprio,42213718
3276,Tom Hanks,33632160
3277,Robert De Niro,7421221
3278,Meryl Streep,28273190
3279,Meryl Streep,17241989
3280,Cate Blanchett,41910047
3281,Meryl Streep,12646280
3282,Meryl Streep,19754960
3283,Robert De Niro,1212625
3284,Meryl Streep,46040892
3285,Tom Hanks,30205326
3286,Leonardo DiCaprio,41246281
3287,Cate Blanchett,30941640
3288,Meryl Streep,16581385
3289,Robert De Niro,6502734
3290,Cate Blanchett,48810033
3291,Cate Blanchett,30697521
3292,Meryl Streep,26801715
3293,Leonardo DiCaprio,26512282
3294,Robert De Niro,37323653
3295,Tom Hanks,14765958
3296,Viola Davis,33985337
3297,Cate Blanchett,36160708
3298,Tom Hanks,22614424
3299,Robert De Niro,34489480
3300,Leonardo DiCaprio,42314755
3301,Cate Blanchett,30674833
3302,Leonardo DiCaprio,14788830
3303,Tom Hanks,10698286
3304,Viola Davis,6191337
3305,Leonardo DiCaprio,47904320
3306,Viola Davis,26344620
3307,Meryl Streep,28112404
3308,Meryl Streep,15624924
3309,Tom Hanks,24707245
3310,Cate Blanchett,19397342
3311,Meryl Streep,48978394
3312,Tom Hanks,16495133
3313,Cate Blanchett,41294553
3314,Cate Blanchett,2629133
3315,Viola Davis,38803034
3316,Meryl Streep,44317245
3317,Viola Davis,5341605
3318,Cate Blanchett,48853295
3319,Robert De Niro,27096615
3320,Leonardo DiCaprio,24164916
3321,Tom Hanks,26566526
3322,Robert De Niro,33947598
3323,Cate Blanchett,49598795
3324,Cate Blanchett,29463407
3325,Robert De Niro,30350890
3326,Tom Hanks,24369323
3327,Meryl Streep,19060447
3328,Tom Hanks,18438848
3329,Cate Blanchett,11609790
3330,Meryl Streep,15706019
3331,Leonardo DiCaprio,44285817
3332,Leonardo DiCaprio,41205270
3333,Leonardo DiCaprio,14134025
3334,Robert De Niro,26598279
3335,Tom Hanks,4219784
3336,Meryl Streep,7037952
3337,Viola Davis,11653778
3338,Robert De Niro,42302147
3339,Viola Davis,38099392
3340,Robert De Niro,17803463
3341,Robert De Niro,36249190
3342,Tom Hanks,31407082
3343,Meryl Streep,20673152
3344,Meryl Streep,30252335
3345,Tom Hanks,13483595
3346,Meryl Streep,28478689
3347,Tom Hanks,12182269
3348,Leonardo DiCaprio,5481456
3349,Meryl Streep,7192200
3350,Leonardo DiCaprio,4499494
3351,Leonardo DiCaprio,44930932
3352,Viola Davis,12807397
3353,Tom Hanks,37771533
3354,Cate Blanchett,29404766
3355,Meryl Streep,16854148
3356,Robert De Niro,14112065
3357,Leonardo DiCaprio,48817016
3358,Robert De Niro,5521936
3359,Robert De Niro,19055245
3360,Meryl Streep,36833001
3361,Robert De Niro,32040341
3362,Leonardo DiCaprio,25758512
3363,Viola Davis,13007385
3364,Meryl Streep,36813137
3365,Meryl Streep,17485060
3366,Robert De Niro,22842449
3367,Meryl Streep,19276256
3368,Leonardo DiCaprio,2390358
3369,Leonardo DiCaprio,34857075
3370,Robert De Niro,27427851
3371,Meryl Streep,12207265
3372,Robert De Niro,32478546
3373,Meryl Streep,9877897
3374,Meryl Streep,41867224
3375,Tom Hanks,39511394
3376,Tom Hanks,32031488
3377,Meryl Streep,31530785
3378,Meryl Streep,48661331
3379,Robert De Niro,48877456
3380,Meryl Streep,11877467
3381,Viola Davis,41668693
3382,Robert De Niro,5501261
3383,Cate Blanchett,10120380
3384,Robert De Niro,20273833
3385,Cate Blanchett,36493411
3386,Cate Blanchett,46467960
3387,Cate Blanchett,37931064
3388,Leonardo DiCaprio,49736801
3389,Cate Blanchett,36235561
3390,Cate Blanchett,44443141
3391,Leonardo DiCaprio,24752208
3392,Leonardo DiCaprio,39753481
3393,Viola Davis,28192418
3394,Tom Hanks,36129504
3395,Cate Blanchett,12200169
3396,Leonardo DiCaprio,34536091
3397,Meryl Streep,3443881
3398,Meryl Streep,5926936
3399,Leonardo DiCaprio,25662592
3400,Tom Hanks,8753502
3401,Leonardo DiCaprio,28676568
3402,Cate Blanchett,26229189
3403,Tom Hanks,26073443
3404,Robert De Niro,22108769
3405,Cate Blanchett,14334722
3406,Robert De Niro,15466686
3407,Cate Blanchett,43845900
3408,Meryl Streep,31194991
3409,Leonardo DiCaprio,10384846
3410,Viola Davis,21265007
3411,Cate Blanchett,17407565
3412,Meryl Streep,2099111
3413,Meryl Streep,30462538
3414,Tom Hanks,33666973
3415,Cate Blanchett,32296154
3416,Viola Davis,32219359
3417,Tom Hanks,14736675
3418,Cate Blanchett,9751942
3419,Cate Blanchett,4445788
3420,Meryl Streep,10766854
3421,Viola Davis,7797110
3422,Tom Hanks,26101107
3423,Robert De Niro,24525355
3424,Cate Blanchett,26941390
3425,Viola Davis,30083796
3426,Robert De Niro,41146969
3427,Tom Hanks,24808505
3428,Leonardo DiCaprio,38017700
3429,Cate Blanchett,3719547
3430,Cate Blanchett,5547005
3431,Tom Hanks,23243392
3432,Meryl Streep,21826683
3433,Leonardo DiCaprio,12136407
3434,Robert De Niro,7798311
3435,Meryl Streep,48721450
3436,Leonardo DiCaprio,19093127
3437,Robert De Niro,2656482
3438,Leonardo DiCaprio,15676292
3439,Viola Davis,35969827
3440,Tom Hanks,2619997
3441,Cate Blanchett,28072524
3442,Tom Hanks,42132770
3443,Cate Blanchett,24281792
3444,Leonardo DiCaprio,22914041
3445,Tom Hanks,25693883
3446,Robert De Niro,35695116
3447,Leonardo DiCaprio,9274374
3448,Cate Blanchett,33716700
3449,Cate Blanchett,35492053
3450,Robert De Niro,45715979
3451,Leonardo DiCaprio,49899842
3452,Viola Davis,39007143
3453,Leonardo DiCaprio,5515700
3454,Meryl Streep,26362116
3455,Tom Hanks,45333206
3456,Viola Davis,30518602
3457,Viola Davis,49489074
3458,Viola Davis,18925170
3459,Meryl Streep,10543634
3460,Meryl Streep,7253848
3461,Leonardo DiCaprio,26762390
3462,Tom Hanks,27467696
3463,Meryl Streep,3811301
3464,Robert De Niro,21327965
3465,Robert De Niro,9921588
3466,Meryl Streep,29076729
3467,Leonardo DiCaprio,13996588
3468,Cate Blanchett,11176821
3469,Cate Blanchett,37712304
3470,Leonardo DiCaprio,18122684
3471,Meryl Streep,1038049
3472,Robert De Niro,11965013
3473,Robert De Niro,18817919
3474,Viola Davis,33391071
3475,Robert De Niro,15703179
3476,Cate Blanchett,12113491
3477,Viola Davis,34117032
3478,Robert De Niro,6366664
3479,Viola Davis,31843655
3480,Tom Hanks,42392636
3481,Viola Davis,25972307
3482,Cate Blanchett,18319681
3483,Leonardo DiCaprio,38484903
3484,Leonardo DiCaprio,23186181
3485,Viola Davis,45623468
3486,Tom Hanks,36346853
3487,Meryl Streep,45812068
3488,Viola Davis,49087802
3489,Leonardo DiCaprio,35899849
3490,Viola Davis,19720998
3491,Leonardo DiCaprio,17461572
3492,Meryl Streep,2491507
3493,Cate Blanchett,33440154
3494,Tom Hanks,23022016
3495,Leonardo DiCaprio,21170840
3496,Cate Blanchett,49605392
3497,Cate Blanchett,4441783
3498,Leonardo DiCaprio,21155643
3499,Tom Hanks,8146879
3500,Meryl Streep,38246364
3501,Meryl Streep,15693657
3502,Meryl Streep,32161838
3503,Meryl Streep,7616748
3504,Viola Davis,37387048
3505,Leonardo DiCaprio,25360041
3506,Cate Blanchett,27833526
3507,Cate Blanchett,39022061
3508,Tom Hanks,21071223
3509,Robert De Niro,17273509
3510,Meryl Streep,42812724
3511,Cate Blanchett,45485280
3512,Robert De Niro,22069297
3513,Robert De Niro,30234193
3514,Cate Blanchett,30002284
3515,Meryl Streep,28798028
3516,Cate Blanchett,3053230
3517,Tom Hanks,25855787
3518,Robert De Niro,21670027
3519,Meryl Streep,33649801
3520,Cate Blanchett,27598240
3521,Leonardo DiCaprio,15363214
3522,Cate Blanchett,29863900
3523,Meryl Streep,20224514
3524,Meryl Streep,41974841
3525,Meryl Streep,23556046
3526,Meryl Streep,41129903
3527,Tom Hanks,40825489
3528,Cate Blanchett,6561873
3529,Robert De Niro,6509293
3530,Robert De Niro,1569745
3531,Meryl Streep,37263647
3532,Cate Blanchett,34061079
3533,Robert De Niro,47800614
3534,Viola Davis,11193009
3535,Robert De Niro,1140073
3536,Cate Blanchett,12916727
3537,Robert De Niro,9957912
3538,Tom Hanks,25613315
3539,Viola Davis,47013977
3540,Viola Davis,24974675
3541,Viola Davis,39386086
3542,Robert De Niro,3713200
3543,Meryl Streep,21788137
3544,Tom Hanks,7708961
3545,Robert De Niro,40115307
3546,Robert De Niro,3651720
3547,Leonardo DiCaprio,1014301
3548,Meryl Streep,12404103
3549,Cate Blanchett,33907508
3550,Robert De Niro,18940232
3551,Leonardo DiCaprio,20557431
3552,Leonardo DiCaprio,36305134
3553,Robert De Niro,42120081
3554,Tom Hanks,10302362
3555,Robert De Niro,32026881
3556,Leonardo DiCaprio,18447111
3557,Meryl Streep,44182139
3558,Viola Davis,35553780
3559,Robert De Niro,34313881
3560,Leonardo DiCaprio,16018420
3561,Viola Davis,20038585
3562,Robert De Niro,27400189
3563,Tom Hanks,45627970
3564,Meryl Streep,47634538
3565,Cate Blanchett,31367328
3566,Tom Hanks,35150082
3567,Tom Hanks,20706737
3568,Viola Davis,48355868
3569,Cate Blanchett,29049464
3570,Meryl Streep,21758522
3571,Viola Davis,22918402
3572,Meryl Streep,17151847
3573,Cate Blanchett,10980491
3574,Viola Davis,11416576
3575,Robert De Niro,6332009
3576,Robert De Niro,40438744
3577,Robert De Niro,10910635
3578,Robert De Niro,31126524
3579,Meryl Streep,11021153
3580,Viola Davis,5928619
3581,Tom Hanks,23329012
3582,Viola Davis,22471507
3583,Leonardo DiCaprio,17056067
3584,Viola Davis,33319411
3585,Cate Blanchett,28506619
3586,Robert De Niro,44238980
3587,Viola Davis,46073043
3588,Leonardo DiCaprio,49947893
3589,Leonardo DiCaprio,21303518
3590,Viola Davis,15077552
3591,Cate Blanchett,45035606
3592,Robert De Niro,25441674
3593,Meryl Streep,27225760
3594,Meryl Streep,24158305
3595,Robert De Niro,4282441
3596,Robert De Niro,17923644
3597,Cate Blanchett,13519996
3598,Cate Blanchett,32105223
3599,Viola Davis,27675077
3600,Viola Davis,22715058
3601,Cate Blanchett,9918986
3602,Tom Hanks,48471772
3603,Cate Blanchett,45184799
3604,Tom Hanks,39021784
3605,Viola Davis,13345473
3606,Robert De Niro,12017874
3607,Tom Hanks,28903935
3608,Robert De Niro,33674916
3609,Tom Hanks,10943371
3610,Robert De Niro,10418124
3611,Meryl Streep,35412379
3612,Leonardo DiCaprio,34242888
3613,Tom Hanks,14573129
3614,Viola Davis,13114017
3615,Cate Blanchett,3580274
3616,Robert De Niro,43381795
3617,Tom Hanks,48738911
3618,Tom Hanks,42263692
3619,Tom Hanks,23627754
3620,Robert De Niro,8019402
3621,Cate Blanchett,34626701
3622,Meryl Streep,15164115
3623,Meryl Streep,23314899
3624,Viola Davis,45202302
3625,Viola Davis,34888710
3626,Tom Hanks,36626022
3627,Cate Blanchett,36482815
3628,Leonardo DiCaprio,42101748
3629,Leonardo DiCaprio,14197697
3630,Cate Blanchett,3645782
3631,Cate Blanchett,49258467
3632,Leonardo DiCaprio,37716815
3633,Tom Hanks,37157735
3634,Cate Blanchett,3987261
